data_resposta,cpf,intervalo_renda
2025-06-27,29578091003,+R$12.000
2025-01-17,66817810199,R$4.000–8.000
2025-08-09,26455831822,R$8.000–12.000
2025-11-05,78394200494,+R$12.000
2024-04-13,21815701592,+R$12.000
2025-05-19,69882130371,R$2.000–4.000
2024-10-12,04735882228,+R$12.000
2025-11-13,69527013460,R$8.000–12.000
2024-01-18,96589029543,R$8.000–12.000
2024-10-05,03048594375,-R$2.000
2025-11-10,90178059451,R$4.000–8.000
2025-12-23,64425869163,R$8.000–12.000
2024-07-23,76359789499,R$8.000–12.000
2024-09-16,81869013447,R$8.000–12.000
2024-12-18,73703951027,R$2.000–4.000
2024-06-23,91557169831,R$8.000–12.000
2025-06-10,37470734609,R$8.000–12.000
2025-07-27,27051040791,R$8.000–12.000
2025-04-15,80688690249,R$8.000–12.000
2024-05-04,73433151971,R$8.000–12.000
2024-10-26,32500380797,R$4.000–8.000
2025-10-23,33529071431,R$8.000–12.000
2024-12-21,32232537171,R$8.000–12.000
2025-12-27,09766979059,R$4.000–8.000
2025-05-25,89495427629,R$2.000–4.000
2024-06-13,97984315227,R$4.000–8.000
2024-12-28,35321866599,+R$12.000
2025-03-11,01178094907,R$8.000–12.000
2025-11-18,94155871711,R$4.000–8.000
2024-01-14,94030612751,R$4.000–8.000
2025-02-13,77645345863,R$4.000–8.000
2024-07-28,70667219228,+R$12.000
2025-03-09,56023287264,R$2.000–4.000
2025-04-07,02240828934,R$8.000–12.000
2024-04-02,51870781735,R$4.000–8.000
2025-12-28,13015260591,+R$12.000
2024-12-24,99539720560,R$4.000–8.000
2024-12-18,17933053126,R$8.000–12.000
2025-12-19,08124448465,R$2.000–4.000
2025-12-20,83174071740,R$8.000–12.000
2024-03-25,15964514173,+R$12.000
2025-08-26,07239888815,R$4.000–8.000
2024-03-28,04333950554,R$8.000–12.000
2025-07-24,62287852812,R$8.000–12.000
2024-08-24,88008161663,+R$12.000
2024-05-10,14435672101,+R$12.000
2025-12-25,88420728915,R$8.000–12.000
2024-04-04,56943781947,+R$12.000
2024-10-22,52030306423,+R$12.000
2024-08-30,55383735799,R$8.000–12.000
2025-12-04,32593956305,R$4.000–8.000
2024-08-22,88496632948,R$8.000–12.000
2024-02-17,38552514316,R$8.000–12.000
2025-06-22,34367569802,+R$12.000
2024-12-18,82499130505,R$8.000–12.000
2024-09-28,03889848387,+R$12.000
2025-08-19,87353201050,+R$12.000
2024-08-08,57239809926,R$4.000–8.000
2024-08-31,43793793090,+R$12.000
2025-09-09,85312541090,R$4.000–8.000
2025-10-14,17958268922,+R$12.000
2024-01-31,87034062161,R$2.000–4.000
2025-12-03,85309985760,+R$12.000
2024-04-15,27393216840,+R$12.000
2024-04-16,15374048010,R$4.000–8.000
2025-05-03,07410566620,R$8.000–12.000
2024-01-21,58739853737,R$4.000–8.000
2025-12-07,53239064339,R$2.000–4.000
2025-09-19,95729563417,+R$12.000
2025-07-24,17759648214,R$4.000–8.000
2024-04-16,62423958567,R$8.000–12.000
2024-09-05,88109994658,R$4.000–8.000
2024-03-03,11424362585,R$8.000–12.000
2025-08-12,71742185408,+R$12.000
2025-12-09,35290422842,R$4.000–8.000
2024-10-26,37597383206,R$8.000–12.000
2025-07-31,27290143286,R$8.000–12.000
2025-10-05,76496975665,R$8.000–12.000
2024-05-28,43614550129,+R$12.000
2024-11-15,12032882225,R$4.000–8.000
2025-06-17,43638950263,R$2.000–4.000
2024-10-30,41824307745,+R$12.000
2025-08-23,34425616834,R$8.000–12.000
2025-05-26,28188874741,R$8.000–12.000
2025-11-11,42306986796,R$2.000–4.000
2025-10-13,60919341854,R$8.000–12.000
2025-07-02,98801233801,+R$12.000
2024-02-16,64636052529,R$8.000–12.000
2024-02-19,27620125444,R$8.000–12.000
2025-08-25,75770707924,R$8.000–12.000
2025-04-06,92443264395,R$8.000–12.000
2025-04-15,53839411574,+R$12.000
2025-09-30,36347688482,R$8.000–12.000
2024-02-17,71050389740,R$8.000–12.000
2024-12-28,89619238684,R$8.000–12.000
2025-02-14,13327112402,R$8.000–12.000
2024-03-13,43729102898,R$8.000–12.000
2024-04-14,82860643694,R$8.000–12.000
2025-01-20,86968677753,R$4.000–8.000
2025-08-03,87446631449,R$4.000–8.000
2024-11-22,18966038326,R$4.000–8.000
2024-01-11,45703418980,R$4.000–8.000
2024-07-09,31855262698,R$4.000–8.000
2024-02-06,63696175728,R$4.000–8.000
2025-05-31,57633508200,R$8.000–12.000
2025-12-09,76722454846,R$8.000–12.000
2025-06-21,59646693492,R$4.000–8.000
2024-07-25,50369575425,+R$12.000
2025-05-06,31600643008,R$8.000–12.000
2025-02-15,59025784640,+R$12.000
2024-09-22,14707617319,R$8.000–12.000
2024-12-03,02757611062,+R$12.000
2025-02-25,21864997611,R$4.000–8.000
2024-09-05,42916765236,+R$12.000
2024-03-20,66002637085,R$8.000–12.000
2025-04-02,12007405868,R$8.000–12.000
2025-12-22,18138321545,R$4.000–8.000
2024-01-09,90234496421,R$4.000–8.000
2025-02-05,20253090991,R$4.000–8.000
2024-04-16,70910531535,R$4.000–8.000
2024-04-10,23836032438,R$8.000–12.000
2024-10-05,26067043510,R$8.000–12.000
2025-12-21,84837555530,R$4.000–8.000
2024-09-03,54059660628,R$4.000–8.000
2024-11-14,87248779712,R$8.000–12.000
2024-08-25,63706244302,R$8.000–12.000
2025-09-10,35626731810,R$2.000–4.000
2025-02-25,90737229176,R$8.000–12.000
2024-10-21,70180323169,R$8.000–12.000
2024-11-05,38237349832,R$4.000–8.000
2025-01-19,43733387336,R$2.000–4.000
2025-10-15,74732459494,R$8.000–12.000
2024-11-12,86617155090,R$4.000–8.000
2024-08-23,56227192602,R$8.000–12.000
2024-12-02,16308342340,R$8.000–12.000
2024-07-08,42947325680,R$4.000–8.000
2024-05-29,02103060110,+R$12.000
2025-03-12,18947722725,R$8.000–12.000
2024-10-31,08495719102,R$4.000–8.000
2024-05-12,46050823405,R$8.000–12.000
2025-05-01,33331127193,R$4.000–8.000
2025-09-10,03711744678,R$8.000–12.000
2024-03-21,59679875382,R$8.000–12.000
2025-10-03,61224721780,R$4.000–8.000
2024-07-10,75173689148,R$8.000–12.000
2024-08-08,24065117471,R$2.000–4.000
2025-01-03,06926852927,R$4.000–8.000
2024-07-22,88891601614,R$8.000–12.000
2024-06-17,77058887416,+R$12.000
2025-07-15,05231556089,R$8.000–12.000
2024-11-25,31585707948,R$4.000–8.000
2025-05-01,54481964673,R$8.000–12.000
2024-01-23,58893993563,R$2.000–4.000
2024-03-22,46848663474,R$8.000–12.000
2025-11-21,53329478183,R$8.000–12.000
2025-10-10,62998745152,R$8.000–12.000
2025-07-13,72914087079,+R$12.000
2025-08-10,70550997600,+R$12.000
2025-11-05,58756892706,R$4.000–8.000
2024-11-05,15093983430,R$8.000–12.000
2024-06-16,92087439380,R$8.000–12.000
2025-07-28,58712209478,R$8.000–12.000
2024-06-12,40566337616,R$8.000–12.000
2025-03-19,67571382555,R$8.000–12.000
2025-05-02,58504033399,R$8.000–12.000
2024-10-11,30766852303,R$2.000–4.000
2025-08-11,50596544134,R$8.000–12.000
2025-08-19,47610559592,+R$12.000
2025-08-05,74943534038,+R$12.000
2025-11-17,00013083992,R$8.000–12.000
2024-04-21,75106047694,+R$12.000
2024-08-09,42540862305,R$2.000–4.000
2024-08-26,64194304891,+R$12.000
2024-07-09,57416705720,R$8.000–12.000
2025-09-30,57068460501,R$4.000–8.000
2024-07-20,43725094434,R$2.000–4.000
2025-05-06,87797872600,R$8.000–12.000
2025-10-02,67096597583,R$2.000–4.000
2025-04-09,66621494443,+R$12.000
2025-07-22,55993801515,R$8.000–12.000
2025-10-28,29809422297,R$8.000–12.000
2024-04-09,22329694505,R$4.000–8.000
2025-07-28,80196304530,+R$12.000
2024-07-14,19112983519,R$4.000–8.000
2024-06-08,23745414112,+R$12.000
2025-09-05,33015081650,R$4.000–8.000
2025-01-29,63212522081,+R$12.000
2024-10-15,18432837930,R$8.000–12.000
2024-03-19,91692964960,R$8.000–12.000
2025-11-10,12790011009,R$2.000–4.000
2024-12-18,64810420776,R$8.000–12.000
2024-01-02,34642709709,R$8.000–12.000
2025-04-06,40589175180,R$8.000–12.000
2024-09-10,82282172977,R$4.000–8.000
2025-10-30,87643655281,R$4.000–8.000
2024-09-13,80600202507,R$8.000–12.000
2024-11-26,61621749367,R$8.000–12.000
2025-09-16,87905194058,R$2.000–4.000
2025-11-24,07633452448,+R$12.000
2024-09-06,01364734909,+R$12.000
2024-11-22,32056794795,R$4.000–8.000
2024-07-24,03947157119,R$8.000–12.000
2025-05-07,29685566248,R$8.000–12.000
2025-04-18,32070272861,+R$12.000
2025-03-03,71694312712,R$4.000–8.000
2025-03-17,03450602260,R$4.000–8.000
2024-01-02,46515155876,R$8.000–12.000
2024-06-27,90100044072,+R$12.000
2025-05-28,84938350932,R$4.000–8.000
2025-06-25,77787975448,R$8.000–12.000
2025-03-12,75513297143,R$4.000–8.000
2025-10-04,16868212001,R$8.000–12.000
2024-04-18,37745499995,R$8.000–12.000
2025-10-19,05650105036,R$8.000–12.000
2024-06-16,64368980694,R$8.000–12.000
2025-09-22,49870357579,R$8.000–12.000
2024-10-08,98433611371,+R$12.000
2024-06-20,18676644986,+R$12.000
2025-02-11,86070780455,+R$12.000
2024-05-02,29609593433,R$8.000–12.000
2024-07-17,91749875369,+R$12.000
2025-06-29,27472096033,+R$12.000
2025-07-26,25415720322,R$8.000–12.000
2024-06-24,41971575571,R$4.000–8.000
2024-11-28,62890431478,R$8.000–12.000
2024-07-10,45355018175,R$8.000–12.000
2025-01-01,78343236175,R$4.000–8.000
2025-07-25,17347258246,R$4.000–8.000
2024-01-31,20919743411,R$8.000–12.000
2025-02-18,45592741583,R$8.000–12.000
2025-07-21,50056821585,R$4.000–8.000
2024-07-07,71290661113,R$8.000–12.000
2025-04-27,25158154280,R$8.000–12.000
2024-01-28,71551100873,R$8.000–12.000
2025-01-30,98021448787,+R$12.000
2024-12-17,55368932317,R$8.000–12.000
2025-04-08,98756016344,R$8.000–12.000
2025-01-05,53554750919,R$8.000–12.000
2025-04-02,88737691907,R$2.000–4.000
2024-07-22,69018143403,-R$2.000
2024-12-08,39102998340,+R$12.000
2025-09-26,90478726552,R$2.000–4.000
2024-06-01,78033782599,R$4.000–8.000
2024-10-26,95203968264,R$2.000–4.000
2024-11-10,83502529408,R$8.000–12.000
2025-05-03,76414604641,R$4.000–8.000
2024-05-26,90717029028,R$8.000–12.000
2025-10-15,36807899330,+R$12.000
2024-10-10,95035290741,R$8.000–12.000
2025-06-03,70711483657,R$8.000–12.000
2024-01-03,32773765547,R$4.000–8.000
2024-02-01,90815485003,+R$12.000
2024-03-19,55899281225,R$8.000–12.000
2025-03-28,63794585299,+R$12.000
2024-05-20,89752663128,R$8.000–12.000
2025-11-26,75641739956,R$8.000–12.000
2025-02-16,29392957523,R$8.000–12.000
2024-04-09,89962022544,R$8.000–12.000
2024-04-06,55342051699,R$4.000–8.000
2024-10-26,38579343521,R$2.000–4.000
2025-08-26,35784895882,R$4.000–8.000
2024-12-04,00305956527,+R$12.000
2024-08-29,16788159646,-R$2.000
2025-06-03,27824695263,R$8.000–12.000
2024-01-17,43588911758,R$8.000–12.000
2025-08-20,15174483981,+R$12.000
2024-02-23,58059328000,+R$12.000
2025-07-21,98974289437,R$8.000–12.000
2024-10-30,37243418283,R$8.000–12.000
2024-12-25,45326676967,+R$12.000
2024-03-01,16445647777,+R$12.000
2024-11-23,62493117351,R$4.000–8.000
2024-12-02,93218406774,R$8.000–12.000
2024-06-29,14033704500,+R$12.000
2024-12-20,54977467995,+R$12.000
2025-07-22,69742291850,R$8.000–12.000
2025-06-13,71552768526,+R$12.000
2025-10-08,86445740029,+R$12.000
2024-12-28,48116595585,+R$12.000
2025-03-24,18685187757,+R$12.000
2025-09-05,01700784952,R$4.000–8.000
2024-12-23,03372265513,R$8.000–12.000
2025-04-13,78083792921,+R$12.000
2024-04-08,57485908599,R$8.000–12.000
2024-12-14,69502582091,R$2.000–4.000
2025-09-12,62872031954,+R$12.000
2025-11-27,36419479363,R$4.000–8.000
2024-06-02,37306448472,R$4.000–8.000
2024-01-02,92799265388,R$8.000–12.000
2024-12-22,41394598872,R$8.000–12.000
2025-11-24,67254424149,R$4.000–8.000
2024-11-18,58264869813,+R$12.000
2025-03-17,50938309025,R$8.000–12.000
2024-01-04,02186867181,R$8.000–12.000
2025-01-16,16724192508,R$8.000–12.000
2025-11-07,69621813415,+R$12.000
2025-11-04,52256301422,R$8.000–12.000
2025-12-14,86983473892,R$8.000–12.000
2024-11-03,98034088050,+R$12.000
2024-03-20,62757959306,R$4.000–8.000
2025-06-19,42703293453,R$2.000–4.000
2024-12-31,65099814782,R$8.000–12.000
2025-01-27,48482990924,R$8.000–12.000
2025-05-25,65314007486,+R$12.000
2025-10-26,55832244841,R$2.000–4.000
2024-10-18,80442877383,R$8.000–12.000
2025-09-09,61295356828,+R$12.000
2024-06-02,79159564303,R$4.000–8.000
2024-05-03,43348194369,R$8.000–12.000
2024-04-04,18518815063,+R$12.000
2024-01-01,39852643013,R$8.000–12.000
2025-03-22,13661438077,R$8.000–12.000
2024-06-06,53065425308,R$8.000–12.000
2024-10-23,02109859306,R$8.000–12.000
2024-09-16,33697273108,R$4.000–8.000
2024-10-15,67917768973,+R$12.000
2024-04-09,00014739489,R$8.000–12.000
2024-02-08,01765584495,+R$12.000
2024-10-31,57097369404,R$8.000–12.000
2025-09-12,83816742895,+R$12.000
2025-10-23,61159105626,R$8.000–12.000
2024-09-08,86461077873,R$8.000–12.000
2025-11-13,01315812894,R$8.000–12.000
2024-04-19,01199152867,R$8.000–12.000
2024-02-29,96571173514,+R$12.000
2024-09-08,38130329417,R$8.000–12.000
2025-10-20,02162113239,R$4.000–8.000
2024-03-17,63357408561,+R$12.000
2025-07-19,56353946010,R$8.000–12.000
2025-06-01,77041461197,R$2.000–4.000
2025-11-27,31915634073,R$8.000–12.000
2024-10-01,87284010676,R$8.000–12.000
2025-09-24,89831530800,R$4.000–8.000
2025-03-13,66909511963,R$8.000–12.000
2024-08-11,75876782471,R$8.000–12.000
2024-08-13,53905284057,R$4.000–8.000
2025-09-16,94859722035,R$8.000–12.000
2025-11-09,46958988574,R$2.000–4.000
2024-09-03,91166959659,+R$12.000
2024-12-17,62159568647,R$8.000–12.000
2025-02-05,89046337861,R$4.000–8.000
2025-07-23,30265570160,R$8.000–12.000
2024-04-01,37950477291,R$2.000–4.000
2025-12-17,62864792317,R$2.000–4.000
2024-01-25,51991163099,+R$12.000
2024-05-15,38835180164,R$8.000–12.000
2025-06-19,58425256815,R$8.000–12.000
2025-07-07,16789153379,+R$12.000
2025-07-09,52134615413,R$2.000–4.000
2025-07-26,51070048151,R$8.000–12.000
2025-03-08,69608268239,+R$12.000
2025-03-28,91825086473,R$8.000–12.000
2024-07-26,57918716329,R$4.000–8.000
2024-04-15,68082587507,+R$12.000
2025-10-07,18207066901,R$2.000–4.000
2024-02-03,40511434733,R$8.000–12.000
2025-02-23,56707304058,+R$12.000
2024-05-21,36053010740,R$8.000–12.000
2025-04-24,21380415081,R$4.000–8.000
2025-10-28,43896973592,R$8.000–12.000
2025-01-27,74306751694,R$8.000–12.000
2025-04-10,67622702543,+R$12.000
2025-01-31,25985510496,R$2.000–4.000
2025-07-22,81613636672,+R$12.000
2024-09-15,88718125582,R$4.000–8.000
2025-07-13,12404278547,R$8.000–12.000
2024-07-01,17323362067,+R$12.000
2025-12-24,19332599614,R$4.000–8.000
2025-08-31,60277617753,+R$12.000
2024-06-24,84698098882,R$8.000–12.000
2024-10-17,56844506523,R$8.000–12.000
2024-11-20,88823947426,R$8.000–12.000
2025-01-21,51025093155,+R$12.000
2025-10-18,49726924962,+R$12.000
2024-08-05,33048470198,R$8.000–12.000
2024-03-21,77764514743,R$8.000–12.000
2025-03-04,68134676597,R$4.000–8.000
2025-03-05,47827605795,R$8.000–12.000
2025-06-24,75979531926,R$4.000–8.000
2024-03-19,95296882200,R$8.000–12.000
2025-07-18,85054873760,R$4.000–8.000
2024-01-29,37428483774,+R$12.000
2025-12-21,07303986919,R$4.000–8.000
2025-12-09,77839204931,+R$12.000
2024-11-25,82861822464,R$8.000–12.000
2025-11-29,66422621014,R$4.000–8.000
2024-10-31,98845196580,R$8.000–12.000
2025-09-13,53987629006,R$8.000–12.000
2025-07-24,51093616393,+R$12.000
2025-04-15,33030221454,R$8.000–12.000
2024-07-24,63584806006,R$4.000–8.000
2025-03-10,28375826546,R$4.000–8.000
2025-12-31,34702244783,R$2.000–4.000
2024-05-01,77692555908,R$8.000–12.000
2025-06-23,43510050579,R$8.000–12.000
2024-02-16,38496552391,R$4.000–8.000
2025-07-11,87068455495,R$4.000–8.000
2024-12-11,02194031245,+R$12.000
2025-12-10,66873447447,+R$12.000
2024-03-13,24222175939,R$4.000–8.000
2025-07-20,39953124826,R$8.000–12.000
2025-04-03,95447927646,R$8.000–12.000
2024-10-21,23492979787,R$4.000–8.000
2024-03-09,87270044467,+R$12.000
2024-07-14,49349302674,R$2.000–4.000
2025-08-30,40554732751,R$8.000–12.000
2024-05-09,62506957662,R$4.000–8.000
2024-12-24,14118520644,R$4.000–8.000
2025-06-18,12459999605,R$8.000–12.000
2024-03-13,88128393568,+R$12.000
2025-01-08,65767584410,+R$12.000
2024-11-05,22855642497,+R$12.000
2025-08-22,29995474954,+R$12.000
2024-03-12,57047132651,R$8.000–12.000
2025-10-03,77401637399,R$8.000–12.000
2024-04-28,01889130550,R$8.000–12.000
2025-05-20,50798881949,R$2.000–4.000
2024-09-24,09601360613,+R$12.000
2024-06-04,06925926047,R$8.000–12.000
2025-08-23,72487908526,R$4.000–8.000
2025-01-22,21714435186,R$2.000–4.000
2025-05-07,41666417180,R$8.000–12.000
2024-01-15,90861050339,R$2.000–4.000
2024-07-03,71126087702,R$4.000–8.000
2025-10-29,72974127822,R$4.000–8.000
2024-02-01,81317158023,R$4.000–8.000
2025-05-16,35875280463,R$4.000–8.000
2025-01-03,77612685314,R$4.000–8.000
2025-05-07,11011376854,R$4.000–8.000
2025-04-01,81069351664,R$4.000–8.000
2024-01-20,29940903574,R$8.000–12.000
2024-01-02,97647010117,R$8.000–12.000
2024-10-08,42740575867,+R$12.000
2024-08-02,88971114219,+R$12.000
2025-05-09,96756877119,R$4.000–8.000
2024-10-21,96510380004,R$2.000–4.000
2024-11-07,63619620863,R$8.000–12.000
2025-09-17,67912885084,R$8.000–12.000
2025-02-02,83987022294,R$8.000–12.000
2024-02-05,38368648807,+R$12.000
2024-05-05,29292077383,+R$12.000
2024-09-27,52344290534,R$4.000–8.000
2025-03-21,38726351241,R$8.000–12.000
2025-05-28,43310153313,R$4.000–8.000
2024-03-02,08447112744,R$4.000–8.000
2025-02-05,81163474862,R$8.000–12.000
2025-03-23,60487211687,R$4.000–8.000
2025-11-11,71156228325,R$4.000–8.000
2025-08-11,26292121262,R$8.000–12.000
2025-01-22,77271897815,+R$12.000
2025-11-16,49236790821,R$8.000–12.000
2024-02-06,47804717143,R$4.000–8.000
2024-09-09,21930071214,R$8.000–12.000
2025-12-31,05331586923,R$8.000–12.000
2025-02-01,09906649402,+R$12.000
2024-05-07,50690778196,R$4.000–8.000
2024-08-01,79034841025,R$8.000–12.000
2025-07-07,35305526278,R$4.000–8.000
2025-11-22,33287462172,+R$12.000
2025-02-10,02524918459,R$8.000–12.000
2024-10-13,40028132346,+R$12.000
2025-03-29,31396035489,R$8.000–12.000
2025-05-09,83466283899,R$4.000–8.000
2025-10-24,91690947154,R$8.000–12.000
2024-03-23,06065838071,R$8.000–12.000
2024-08-30,82006311199,R$8.000–12.000
2024-01-19,12705154027,R$4.000–8.000
2025-05-30,35127245533,R$8.000–12.000
2024-11-22,36213124287,R$4.000–8.000
2025-03-25,71717844972,R$4.000–8.000
2024-05-18,28522735140,R$8.000–12.000
2024-06-27,34852375528,R$4.000–8.000
2024-01-20,54056369440,R$8.000–12.000
2024-07-21,48298681838,+R$12.000
2025-09-02,31181695333,R$4.000–8.000
2025-04-26,00623502687,R$4.000–8.000
2025-09-11,51191650817,R$4.000–8.000
2024-09-23,92680581413,R$8.000–12.000
2025-12-27,63617188743,R$8.000–12.000
2025-09-12,61654634048,R$8.000–12.000
2025-11-26,10360970806,R$4.000–8.000
2025-01-24,71543422330,R$8.000–12.000
2025-12-12,25086880038,-R$2.000
2024-11-11,28654912634,R$4.000–8.000
2024-03-03,83597526402,R$4.000–8.000
2024-10-24,41433351892,+R$12.000
2024-03-25,57282449707,+R$12.000
2025-06-18,91093382087,R$8.000–12.000
2024-06-17,02801453006,R$8.000–12.000
2025-01-20,28143900150,R$2.000–4.000
2024-04-16,28848642341,R$4.000–8.000
2024-11-02,75275734503,R$4.000–8.000
2024-08-24,25547883820,R$4.000–8.000
2024-12-27,78872878265,+R$12.000
2025-02-18,40894626377,R$8.000–12.000
2024-09-29,06393875858,R$8.000–12.000
2024-01-17,48728989937,R$4.000–8.000
2025-11-03,02697247216,R$8.000–12.000
2024-05-18,55285084440,+R$12.000
2025-09-28,45762613150,R$4.000–8.000
2025-01-17,79816597727,R$4.000–8.000
2025-02-12,13557636064,+R$12.000
2025-07-02,29494181960,R$4.000–8.000
2025-06-26,13589693353,R$8.000–12.000
2025-12-17,30864497057,R$8.000–12.000
2025-12-16,03841019599,R$8.000–12.000
2025-04-28,19080442739,R$4.000–8.000
2025-06-13,50149322593,R$8.000–12.000
2024-12-15,75650007225,R$8.000–12.000
2025-08-10,64115327419,+R$12.000
2024-08-29,62330634213,R$8.000–12.000
2025-12-16,63972967432,R$4.000–8.000
2024-11-11,97385637984,+R$12.000
2025-09-19,73019676270,R$8.000–12.000
2025-03-21,16958556390,R$4.000–8.000
2025-07-17,87152844331,R$8.000–12.000
2024-03-11,75464025170,+R$12.000
2024-04-15,29206974307,+R$12.000
2025-06-02,94838599577,+R$12.000
2024-12-04,85325670240,R$8.000–12.000
2025-12-27,37790558141,R$8.000–12.000
2025-12-14,71952725908,R$8.000–12.000
2024-12-09,10902830304,+R$12.000
2025-09-10,92427919251,R$4.000–8.000
2025-12-21,13250748948,R$4.000–8.000
2024-03-26,03421531235,R$8.000–12.000
2025-08-03,85804575775,+R$12.000
2025-03-01,55312105431,R$8.000–12.000
2025-06-26,98665351095,+R$12.000
2024-08-24,09076339162,R$8.000–12.000
2025-08-16,51411858104,R$8.000–12.000
2025-10-17,01138616804,+R$12.000
2024-02-02,31977843251,R$8.000–12.000
2025-05-19,58741491025,R$8.000–12.000
2025-09-01,17780663413,R$8.000–12.000
2024-03-22,81136077101,+R$12.000
2025-06-19,45756308739,R$4.000–8.000
2024-04-28,19314504115,+R$12.000
2024-10-28,19247435069,R$4.000–8.000
2024-04-12,63715785173,R$8.000–12.000
2024-12-19,18877470108,R$4.000–8.000
2024-06-22,82111101233,R$8.000–12.000
2024-08-10,35081282695,R$8.000–12.000
2024-01-03,34777415463,R$8.000–12.000
2025-05-17,91675239633,R$8.000–12.000
2025-04-26,89422488509,R$8.000–12.000
2024-05-20,28960538020,R$4.000–8.000
2024-05-26,62604584448,+R$12.000
2025-11-03,49216430648,R$8.000–12.000
2024-05-22,56761125842,R$8.000–12.000
2025-06-03,75745081863,R$8.000–12.000
2025-05-04,54564075545,R$4.000–8.000
2024-05-11,37985485535,R$8.000–12.000
2024-02-07,12322364454,R$4.000–8.000
2025-02-18,81648509817,R$4.000–8.000
2025-11-27,02091750087,R$4.000–8.000
2025-06-11,95989447264,R$8.000–12.000
2025-10-04,56734597694,R$4.000–8.000
2025-08-17,32908390368,+R$12.000
2024-07-25,94642096928,R$4.000–8.000
2024-08-27,92540834512,R$8.000–12.000
2025-09-12,06279615834,+R$12.000
2025-04-02,04967986628,+R$12.000
2025-02-25,68946902167,R$8.000–12.000
2024-06-01,94907634153,+R$12.000
2024-08-11,47998710568,R$4.000–8.000
2024-01-21,27062433653,R$4.000–8.000
2025-02-08,55423272970,R$4.000–8.000
2025-12-29,70504855356,+R$12.000
2025-05-23,50814150818,R$4.000–8.000
2024-06-18,48397138087,R$8.000–12.000
2025-09-17,84364582864,+R$12.000
2025-06-16,57906787623,+R$12.000
2024-07-25,66765679285,+R$12.000
2024-12-23,28159336883,R$8.000–12.000
2025-06-24,10499778896,R$4.000–8.000
2025-09-27,91114463309,+R$12.000
2024-09-03,67091767424,+R$12.000
2024-11-06,16588293888,R$8.000–12.000
2025-03-10,54847505779,R$8.000–12.000
2025-04-09,77153429636,R$8.000–12.000
2024-02-09,58165018028,R$4.000–8.000
2025-03-14,73723805712,R$8.000–12.000
2025-03-10,87691872313,R$8.000–12.000
2025-11-20,99477235202,R$8.000–12.000
2025-10-15,43558203226,R$4.000–8.000
2024-06-09,17009958960,+R$12.000
2024-02-29,55874188022,+R$12.000
2024-09-30,07403156206,+R$12.000
2024-04-07,21671498741,R$8.000–12.000
2025-10-28,06000429208,R$4.000–8.000
2024-12-27,39582296178,R$8.000–12.000
2024-08-19,53731949657,R$8.000–12.000
2025-11-04,34317061217,+R$12.000
2025-05-28,00450593310,R$4.000–8.000
2025-11-26,55931414661,R$4.000–8.000
2025-03-02,89670681439,R$2.000–4.000
2025-12-14,48806080185,R$4.000–8.000
2025-02-21,91543918163,R$4.000–8.000
2024-12-27,85890757647,R$8.000–12.000
2024-08-22,16567910627,R$8.000–12.000
2025-08-21,78215055267,R$4.000–8.000
2025-02-23,62422740510,+R$12.000
2025-02-15,45344677340,R$4.000–8.000
2025-03-12,99167224397,R$4.000–8.000
2024-03-30,03484569859,R$8.000–12.000
2025-10-04,56273296751,R$8.000–12.000
2024-10-30,08170242286,R$8.000–12.000
2024-11-25,62636948995,R$8.000–12.000
2024-10-30,96350100209,+R$12.000
2025-03-15,29638026492,R$8.000–12.000
2024-03-08,47090410120,R$4.000–8.000
2025-03-07,13892605640,R$8.000–12.000
2025-10-05,92732748244,R$8.000–12.000
2024-09-06,03139922578,R$8.000–12.000
2025-07-27,72951794995,R$8.000–12.000
2024-01-22,15382652811,R$8.000–12.000
2024-11-04,45052076554,+R$12.000
2024-05-03,07428739238,R$8.000–12.000
2025-03-28,21762080128,R$2.000–4.000
2025-01-06,21581453964,R$8.000–12.000
2025-11-10,40785340732,R$8.000–12.000
2024-07-13,10274984081,R$4.000–8.000
2024-06-05,37197446093,R$8.000–12.000
2024-12-03,40069870696,R$4.000–8.000
2024-05-19,10799118384,R$8.000–12.000
2025-12-01,14350591797,R$4.000–8.000
2024-02-04,23280625394,R$8.000–12.000
2024-06-10,08871554713,R$8.000–12.000
2024-07-24,73295138887,R$8.000–12.000
2024-05-24,64540637838,R$8.000–12.000
2024-06-21,61744999107,+R$12.000
2024-02-02,29685894739,R$2.000–4.000
2024-07-26,12735350851,R$2.000–4.000
2025-04-12,55818906723,R$2.000–4.000
2025-03-12,70278254094,R$4.000–8.000
2024-10-07,13321308121,+R$12.000
2025-11-02,99335610283,R$8.000–12.000
2024-06-19,17042777010,R$8.000–12.000
2024-01-12,16991226072,R$8.000–12.000
2024-11-04,71716267821,R$4.000–8.000
2025-03-29,65019658443,R$8.000–12.000
2024-01-13,87264462602,R$8.000–12.000
2025-05-11,56380416410,R$8.000–12.000
2025-06-27,07184484453,R$8.000–12.000
2024-02-12,27587331912,R$8.000–12.000
2024-02-08,31414939896,R$4.000–8.000
2024-02-16,41143366631,R$4.000–8.000
2025-04-12,99953866935,R$8.000–12.000
2024-06-15,72931918321,R$8.000–12.000
2025-02-21,28031989972,R$8.000–12.000
2025-12-21,88462249743,+R$12.000
2025-05-01,28592092527,+R$12.000
2025-11-20,70896417983,R$8.000–12.000
2024-07-21,52465670701,+R$12.000
2024-03-18,48151455391,R$8.000–12.000
