data_compra,cpf,destino,cep
2025-10-09,25980303319,EUA,70682527
2024-11-14,96514056531,EUA,90722808
2024-08-08,65450241149,Irlanda,05952166
2025-01-01,85082633989,Canadá,05762756
2025-11-19,87366995362,Austrália,04176109
2025-06-29,87756413689,Irlanda,90428709
2025-08-27,13559034105,Austrália,22172611
2024-10-07,42658743878,Canadá,01001990
2024-06-11,11964401599,EUA,40834909
2024-01-31,23066949301,Canadá,70792891
2025-10-19,14695318479,Canadá,80385626
2025-04-01,27034788020,EUA,90789745
2024-01-11,01427965629,Canadá,20544647
2024-02-01,91543918163,Canadá,40854011
2025-10-20,80815894989,EUA,05108483
2025-12-08,91759229515,Irlanda,05109864
2025-06-19,18352562047,Austrália,80682720
2024-10-20,19906108018,EUA,05636655
2024-02-12,21423297430,EUA,40690395
2025-12-14,57331075526,Irlanda,01038211
2024-12-15,00011017940,Austrália,04132877
2024-11-14,53208164700,Irlanda,01418821
2025-05-07,37171842374,Austrália,01241541
2025-06-05,11777315506,Reino Unido,20487917
2025-02-23,59674398610,EUA,01205042
2024-11-18,44056059410,EUA,01955944
2025-10-15,51936275967,Irlanda,22480350
2025-03-04,12096495533,EUA,22887723
2025-07-05,81698277977,Canadá,20706350
2024-09-07,28657031167,EUA,30196927
2025-09-13,93508896520,EUA,90160418
2025-08-26,44930082507,Canadá,70306734
2025-02-05,39136342275,Canadá,04373246
2025-06-22,73150492234,Reino Unido,22614712
2024-09-28,57580143270,Austrália,90892864
2024-06-02,01502513777,Austrália,80022333
2024-11-29,02133716807,Reino Unido,01924511
2025-04-13,00997389655,EUA,05211314
2024-03-13,33596928698,Canadá,22617549
2024-08-23,53952094574,EUA,04839525
2024-06-13,92013027503,EUA,05520367
2025-06-06,28351949784,Irlanda,50980824
2024-05-21,46981895592,Canadá,05087374
2025-09-07,63890938824,EUA,04654265
2024-07-14,01620187963,EUA,01700929
2025-06-19,84147696609,Irlanda,01316430
2025-11-01,89872615323,Canadá,22429368
2024-04-24,01615649269,Austrália,30735109
2024-10-07,76091497606,Austrália,22823755
2024-03-14,83548490020,Austrália,01747470
2025-11-30,52596466032,Austrália,30870487
2024-02-04,00144970469,Canadá,60976466
2024-04-14,00064442388,Canadá,04020633
2025-07-09,69019986672,Canadá,01408931
2024-05-09,76730739474,Canadá,05858011
2025-06-29,70308386667,Canadá,30291106
2025-01-14,94851731584,Austrália,04419223
2025-08-16,61024457808,EUA,04309753
2025-06-16,64052084610,Canadá,80545519
2024-02-20,65156265953,Canadá,80493363
2024-12-06,52950001917,EUA,90903914
2025-06-17,83599461367,Canadá,04885729
2024-11-30,93692486422,Irlanda,04115223
2024-09-17,27886217081,EUA,04416515
2024-05-27,98847712073,EUA,20516999
2024-06-13,01287228553,Canadá,01094331
2025-05-15,92634232195,Irlanda,04754049
2024-12-05,82032887997,Irlanda,20650548
2024-11-25,67733417417,EUA,90832546
2025-12-16,14345691484,Reino Unido,01947680
2024-08-22,58535725912,EUA,80136514
2024-04-29,16203995980,EUA,30075304
2024-07-30,22704489648,Reino Unido,01820877
2024-03-27,03667591299,Austrália,01036999
2024-02-05,66869927170,EUA,04360953
2024-06-03,62211758810,Irlanda,70002816
2025-11-30,54007080731,Canadá,60490007
2024-02-22,81894839467,EUA,60699367
2025-07-10,22601215572,Canadá,22149493
2024-02-16,51196628484,Canadá,05960743
2024-01-23,31139472793,Reino Unido,01493098
2024-06-16,20234944815,Austrália,80028241
2025-05-26,49366320097,Canadá,80404115
2024-01-13,34690483629,Canadá,22091965
2025-01-09,55710855100,Austrália,04181299
2025-07-11,58560921475,Canadá,30803882
2024-11-24,91946020702,Irlanda,70601874
2024-06-23,56706018659,EUA,20378786
2025-07-30,50881060331,Canadá,01261928
2024-12-11,94712682594,Canadá,05043052
2025-01-31,59793486834,EUA,01381250
2024-01-20,97291912789,Irlanda,20320087
2024-12-07,86678605373,Canadá,90173222
2025-12-11,24453373007,Irlanda,80581028
2025-09-26,13272126740,Canadá,05262919
2025-02-09,81767072818,EUA,01585778
2025-05-29,63178914882,Canadá,04404295
2025-04-25,83737815920,Irlanda,22553411
2025-01-16,59612981544,Austrália,20382847
2024-05-19,42899309522,Canadá,22601384
2024-06-02,80569499361,Canadá,30365369
2024-09-05,72680344699,Canadá,05822558
2025-04-05,25479608500,Austrália,20954393
2024-08-25,18342530472,Canadá,30098875
2024-08-25,25017695148,EUA,05273315
2025-07-03,83435617129,Reino Unido,80869890
2024-08-10,83747260599,Austrália,30559298
2025-07-28,47467803423,Canadá,30822700
2025-03-12,97767432859,Irlanda,90730939
2024-05-14,89038345600,Canadá,01160167
2024-07-08,03819548232,Canadá,80825385
2025-12-20,05065589083,Austrália,60320560
2025-09-21,01184611462,Reino Unido,04749192
2024-10-04,84576068835,EUA,04447665
2024-07-25,36737315024,Canadá,04759844
2024-09-24,44207668761,Irlanda,04912018
2024-04-12,24480987427,Canadá,20541043
2024-12-23,88520330414,Canadá,05377060
2024-03-15,77724681889,Canadá,70076589
2025-01-25,13100864235,Irlanda,90145182
2024-09-29,80604110543,EUA,80815759
2025-05-28,99712018801,Reino Unido,80488863
2024-05-23,32068142690,Austrália,22970329
2025-08-08,69464831956,EUA,05164938
2024-12-31,46333938584,Irlanda,01247557
2024-01-01,75632383028,EUA,01357114
2025-02-16,49342571379,Canadá,01053253
2024-11-18,77358207042,Irlanda,01829152
2024-04-22,10105684268,Irlanda,22928650
2025-09-11,33844415778,Reino Unido,22871518
2024-03-21,08218823346,Reino Unido,22794626
2024-07-10,41123602949,Canadá,01099766
2024-03-22,26550616690,Reino Unido,22550575
2025-02-24,62943118642,Austrália,04725066
2025-04-03,16181013689,EUA,70657599
2024-06-30,11536546752,Canadá,80408857
2025-01-19,65995864134,Reino Unido,70981586
2025-04-18,32205982869,Canadá,60267737
2025-06-25,24248265280,Canadá,01555541
2025-03-07,17852896894,EUA,30633369
2025-09-14,68949264946,Irlanda,22362211
2024-01-18,77886815035,EUA,01860059
2024-08-01,04434919557,Irlanda,40960558
2025-10-31,82078559873,Canadá,20239992
2024-10-04,43375341879,EUA,05822216
2025-09-25,91855995840,Canadá,04104595
2024-10-10,57094952066,Canadá,04565824
2025-05-03,42928378945,Austrália,05570734
2024-10-22,58908004878,Canadá,05402785
2025-01-07,65310926656,EUA,20260710
2024-11-16,19123026335,Reino Unido,05522412
2025-08-17,49702698606,Austrália,01781185
2025-03-04,70377841864,EUA,01075795
2024-11-18,16886839981,Canadá,05460473
2024-09-22,49357929479,EUA,04994706
2025-01-28,35286275845,EUA,90688958
2024-03-26,28394956768,EUA,22195973
2025-09-30,54515541764,Austrália,22022026
2025-12-31,05249660561,Canadá,50910606
2025-12-31,81513151593,EUA,01310457
2025-05-11,59150918377,Canadá,40811915
2024-10-18,39754307835,Canadá,01209957
2025-06-06,46079230324,Canadá,22684713
2024-11-07,88867587288,EUA,01725734
2024-03-08,30529110029,Irlanda,01447360
2024-01-25,18290379480,Irlanda,22932056
2024-09-27,90949421010,Reino Unido,30670175
2025-05-15,63098762390,Austrália,80359526
2024-03-21,49240149526,EUA,22454422
2024-08-12,85544587533,EUA,01481862
2025-03-17,59885567530,Canadá,05918035
2025-02-20,39966723656,EUA,04286375
2024-11-02,90980640849,Austrália,22219895
2025-09-06,46227876485,EUA,04546769
2025-04-10,60861297251,Canadá,04749373
2024-01-24,72504883238,EUA,70284941
2024-11-04,03379720090,EUA,60830220
2025-11-28,14340742491,Canadá,20425911
2025-09-27,82974342590,Reino Unido,22040991
2024-09-23,47697936252,Austrália,01142103
2024-05-15,63875169651,Canadá,05124754
2025-07-07,46479949813,EUA,01688144
2025-01-15,89871131670,Irlanda,22727911
2024-01-06,33173819666,Irlanda,04176564
2025-11-14,48678988742,Irlanda,90570328
2024-12-01,12254125221,Irlanda,01309527
2024-06-12,01834476493,EUA,80545871
2025-08-18,98936502954,Reino Unido,01665985
2025-07-30,74594137934,Canadá,01117639
2025-06-20,74353485977,Irlanda,70443175
2025-08-27,08281646665,EUA,01302101
2024-03-26,43621613251,EUA,04902743
2024-03-06,14739350508,Irlanda,30588925
2025-07-07,21509047369,Irlanda,04650411
2024-05-27,46782052001,Canadá,70987743
2025-03-01,80600202507,Canadá,05287869
2024-04-10,75295926385,EUA,01349598
2025-01-04,07369796062,Canadá,90750923
2025-04-07,22589105875,Reino Unido,01041667
2025-02-19,97180812908,EUA,22652126
2025-01-30,08996185133,Canadá,22034141
2025-12-24,94777942953,Austrália,04627540
2024-08-13,84315126658,EUA,22614645
2024-12-06,49566551277,Canadá,01256009
2025-01-01,16771656859,Irlanda,30598420
2025-07-28,13618603254,Canadá,20366792
2025-08-24,53477038853,Canadá,05349857
2024-01-06,56533327944,Reino Unido,04870431
2024-09-25,18352669552,Reino Unido,30470112
2024-06-29,70387555612,Canadá,05969783
2025-07-16,33310024530,Canadá,90784841
2025-11-16,06037112256,Irlanda,80811521
2024-06-28,26590961177,Reino Unido,90305010
2025-10-18,10447525651,Canadá,70279178
2025-03-24,65302948741,EUA,80115224
2025-04-23,17464413305,Irlanda,01046535
2024-10-08,62921571795,Irlanda,30119171
2025-09-08,09018802602,EUA,01869345
2024-10-17,26469254942,Canadá,70542155
2025-12-10,37352550129,Reino Unido,04387562
2024-07-17,01979737777,Reino Unido,04419052
2024-08-04,30735856584,Irlanda,70370970
2024-02-11,38448339148,Austrália,80159713
2025-06-07,93348855209,Canadá,40659476
2024-11-29,44708426253,Austrália,22665069
2024-04-06,66757202900,Irlanda,30428032
2025-07-16,99025976388,Canadá,04882799
2025-08-15,17602123571,Canadá,05847786
2025-03-26,91866606126,Irlanda,01354487
2024-09-13,08236800514,EUA,22473038
2024-11-15,33867874611,Canadá,40674615
2025-08-31,75176430084,Austrália,05339578
2024-06-10,80449521063,Reino Unido,04106371
2025-08-13,17164807670,EUA,04380312
2025-05-05,74851845716,Irlanda,01394532
2024-11-09,73614600683,Canadá,60774469
2024-06-22,24865821111,EUA,01386965
2024-03-11,18317128688,Canadá,70142176
2025-08-05,99144050090,Canadá,01115583
2024-03-28,35564009407,EUA,30842361
2025-06-27,03679410433,Canadá,04771184
2024-06-10,87408427512,Reino Unido,80093608
2024-07-20,20373111531,Austrália,22434107
2025-02-16,22210592764,Canadá,01549701
2024-04-04,50472967477,Canadá,04246348
2025-06-20,86402868809,Canadá,22813894
2024-02-29,30228810965,Irlanda,05073767
2024-03-06,99365132094,EUA,30929248
2025-07-15,70596911259,Canadá,01119063
2024-04-26,35661502259,EUA,05335633
2025-01-17,63811804755,Austrália,60424871
2024-09-22,51312202302,Austrália,04140038
2025-09-05,48880775021,EUA,40177013
2024-11-26,10342139280,Canadá,50951822
2025-11-23,08510251128,Canadá,90101248
2025-12-19,71063552445,Austrália,80116860
2025-07-12,25984005362,Reino Unido,70126323
2024-10-18,46700754488,Canadá,30742428
2025-12-05,57889872894,EUA,01884556
2025-06-10,28109507100,EUA,40149049
2025-01-18,80237467681,Irlanda,80795540
2025-12-30,77996893953,Canadá,01374682
2024-12-20,30103673898,EUA,30046633
2024-11-09,55588660931,Irlanda,01134740
2024-05-12,82385089079,EUA,20684305
2024-06-12,07828642358,EUA,70353605
2024-11-14,77161335672,EUA,22813763
2024-05-14,66605547310,EUA,90350889
2025-04-29,86053444513,Austrália,30376821
2024-08-19,48434063049,Canadá,04043685
2025-04-08,31731298451,Irlanda,30085541
2025-07-03,70229677510,Austrália,90347988
2024-04-08,44450404661,Austrália,04565976
2024-12-31,80362681307,EUA,70176489
2024-09-11,89176896873,EUA,04667725
2024-06-15,03659335648,Canadá,30081387
2024-01-28,44542804309,Canadá,90501911
2024-06-09,80288059211,Irlanda,20269665
2024-11-26,71890114447,Irlanda,04175736
2024-06-19,54911210888,Austrália,50256168
2025-03-30,06387844947,Irlanda,90180616
2025-05-16,35192001431,Austrália,22238676
2025-07-12,82902081023,Canadá,01426542
2024-11-02,56633301845,Canadá,80261712
2024-03-18,87631237970,EUA,50967918
2025-10-28,58498795374,Reino Unido,30005551
2025-12-04,12159833118,Irlanda,01374112
2025-03-14,39724642159,Irlanda,22740478
2024-07-08,43864307599,Canadá,60017740
2024-10-21,76657980576,Irlanda,22062646
2024-01-15,13485436997,Canadá,80923285
2025-09-03,44384436519,Canadá,01827116
2024-09-02,04163918986,EUA,04818703
2024-06-20,94303076580,EUA,22004450
2024-09-08,75396423233,Irlanda,04161476
2024-03-25,95170945603,Irlanda,22372291
2025-10-08,76840860092,Irlanda,01400592
2024-09-30,73559259612,EUA,01659400
2025-04-22,36951147526,EUA,04738917
2025-04-25,02314361453,Austrália,30792154
2025-04-24,82413801761,Canadá,01108042
2025-06-01,61294865057,Reino Unido,22009944
2024-02-14,62861150146,Canadá,04048199
2025-03-20,11563688446,Austrália,22105829
2024-10-31,01996100645,Canadá,70237568
2024-09-18,78619227767,Reino Unido,05194800
2025-02-17,99891390897,Canadá,30358664
2024-07-25,46807425202,Canadá,01075398
2025-07-17,59486614627,Reino Unido,80227477
2024-02-15,40811150256,EUA,30218277
2025-12-24,98316899621,Austrália,05227007
2025-09-10,34233975790,Austrália,01157611
2025-02-18,99184844035,Austrália,04442849
2024-06-01,71853313702,EUA,01230078
2024-11-04,34108671830,Canadá,05278797
2025-01-09,35445371665,Irlanda,40335040
2025-05-18,34684225480,Canadá,01161393
2025-01-15,08614108057,EUA,01075844
2024-07-17,18072545686,Irlanda,70475429
2025-08-09,48361543087,Canadá,04683484
2025-09-22,81313917239,EUA,01965264
2024-01-14,64129309100,Irlanda,01403893
2024-08-15,95739199662,EUA,22942963
2024-05-30,09944265192,Irlanda,01290177
2025-07-28,32105273956,Canadá,05173881
2025-01-11,38882971416,Canadá,01973905
2024-07-05,43541365526,Irlanda,04156240
2024-08-10,13716251431,EUA,04936062
2024-08-10,19512328162,Canadá,90337745
2025-11-13,04286391800,Canadá,30274188
2024-02-05,82073773805,Austrália,40622309
2025-07-24,81633126737,Reino Unido,70575201
2025-06-27,94691664279,Irlanda,04689452
2025-10-05,52661577451,Canadá,40684599
2025-03-26,53768540025,EUA,01107715
2025-07-12,19365950836,Reino Unido,01047256
2025-03-12,01906643255,EUA,80747933
2024-05-12,94553355463,Canadá,22233959
2025-12-18,56966791381,Canadá,80171053
2024-11-20,44604250308,Austrália,04049052
2025-10-08,08866848439,Canadá,90648399
2024-04-15,03305827136,EUA,90162928
2025-04-18,52572791210,Irlanda,90211238
2024-04-15,20906624404,Canadá,80413515
2024-08-03,11942020571,Reino Unido,22948665
2025-04-17,98223244803,EUA,20234856
2025-09-08,12787699400,Canadá,30936963
2024-02-16,44980965524,EUA,80473601
2025-03-01,79733257374,Irlanda,04605086
2024-03-30,01359335327,Austrália,50369823
2024-11-05,59983003010,Austrália,05254840
2024-07-14,04206911365,Irlanda,40673992
2024-02-27,73916316210,Austrália,22910539
2025-08-12,09414222593,Canadá,60875117
2024-06-21,60488976039,Austrália,22303914
2025-04-21,34933925209,Irlanda,20367995
2024-01-06,35395737470,Reino Unido,22245829
2025-05-30,27396542992,Canadá,01041511
2024-02-27,67475857281,Canadá,05406291
2025-10-09,87238956244,Irlanda,22883573
2025-02-11,69710789529,Reino Unido,22216870
2024-03-02,11474101350,Canadá,20621203
2024-07-27,08464529900,Austrália,04216768
2025-12-04,88765590489,EUA,01471990
2024-05-01,49791240219,EUA,80784330
2025-08-28,15215534892,Canadá,60522921
2024-06-27,72982080581,Austrália,20396259
2025-01-24,23401429981,Irlanda,01007388
2025-04-24,72705806364,Canadá,22485461
2024-07-27,38847542229,EUA,80400787
2025-06-12,74499655357,EUA,01029771
2024-12-06,22297765406,EUA,04510972
2024-10-03,94765179350,EUA,20455709
2025-06-22,60775340725,Austrália,01471261
2025-09-12,00407784469,Austrália,04159075
2024-11-05,30755660052,Canadá,04961167
2025-03-21,29247155460,Austrália,20077754
2025-04-28,68223326590,Irlanda,04163393
2024-09-14,54803804026,Irlanda,22909078
2024-07-02,76681634236,Irlanda,01520699
2025-11-14,26845952509,Canadá,01925405
2024-04-23,98303723662,Irlanda,90487705
2024-04-24,30443377578,Irlanda,22424779
2024-07-19,89920716382,Irlanda,04764700
2024-10-12,01874478322,Irlanda,90044265
2025-01-08,44638764281,Canadá,70365177
2025-11-01,75824749053,Canadá,22297314
2024-04-06,77947834810,EUA,20867893
2024-12-12,06341568760,Canadá,80062804
2024-08-12,55558347954,EUA,20755732
2024-03-02,67002547305,EUA,01228637
2025-09-21,63088273634,Irlanda,80575124
2024-08-22,09467062493,Canadá,70239748
2025-01-22,41004729115,Canadá,01759514
2024-02-27,13172271780,Irlanda,01085034
2025-03-15,13780951550,EUA,40377378
2024-07-17,81998694033,Austrália,80454078
2025-12-30,83942058378,Canadá,30242182
2025-05-10,66192753643,Canadá,05017236
2025-07-14,84402623957,Canadá,01325291
2024-07-06,81896320426,Canadá,80371685
2025-08-12,86357547872,Irlanda,22464629
2024-02-03,71787953185,Austrália,04823445
2024-12-27,93044746659,Canadá,20203502
2024-11-08,00394285925,EUA,90502745
2025-07-08,20193929072,Irlanda,22832475
2025-08-05,47741103463,EUA,60958559
2025-08-06,15732717848,Austrália,90654920
2025-01-09,31291695861,EUA,04371158
2024-10-26,11261547438,Irlanda,05126044
2024-12-30,80589432407,Irlanda,22685480
2025-07-25,89928584856,Canadá,22505371
2025-04-23,96831007704,Canadá,05918633
2024-10-09,77967014407,EUA,60449675
2025-11-08,47700072691,Austrália,30772079
2024-08-15,20359103474,EUA,20577430
2025-10-02,72520429796,Irlanda,01115116
2024-04-22,98691771945,Austrália,30145261
2024-01-07,70526536544,EUA,80062274
2024-01-17,79288850348,Reino Unido,20961370
2024-04-06,98322060967,Canadá,50860913
2025-02-25,02891678485,Canadá,01652766
2024-05-29,59520368897,Austrália,01764922
2024-03-29,49827316241,Canadá,01464945
2025-08-19,50397248802,Reino Unido,01160819
2024-11-06,84565943522,EUA,20149216
2024-01-16,49573264461,Irlanda,05965324
2025-04-13,66750881675,Austrália,22358697
2025-03-25,69586983474,Irlanda,01215216
2025-08-16,36241236636,Reino Unido,30762573
2024-07-06,68615414289,EUA,50586029
2024-02-23,36483551270,EUA,04422120
2024-09-13,78106556358,EUA,20500003
2024-03-02,11588796747,Reino Unido,80122587
2025-05-16,34034359024,Irlanda,40977159
2025-04-09,08282352268,Canadá,01765688
2024-06-11,73393126928,EUA,22388260
2024-01-19,55016655134,Reino Unido,30339016
2024-08-14,15143021212,Canadá,30185729
2024-04-16,83453520439,EUA,05619197
2025-11-11,63804008227,EUA,05192010
2025-01-17,52759655622,Canadá,01301064
2024-07-12,32178477898,Reino Unido,90672108
2025-09-05,63641711403,Irlanda,22183452
2025-08-05,81923673867,Irlanda,05370351
2025-10-30,34728643166,EUA,04840322
2024-09-03,22690087870,Reino Unido,05517746
2025-03-25,62100642230,Reino Unido,01504871
2025-06-10,77326920131,EUA,22158897
2025-06-15,12843324077,EUA,30016462
2024-06-06,02033174036,Irlanda,04826800
2025-09-17,16409310686,Canadá,22595196
2024-01-13,36687185459,Irlanda,30574679
2024-07-20,06883477115,Irlanda,80695067
2025-10-04,61324189937,EUA,04257932
2025-06-16,88595199073,Canadá,20994652
2024-10-07,03422383072,EUA,70450445
2025-03-31,44779019307,Canadá,40722017
2025-07-05,43268451584,Austrália,01251448
2025-08-27,80658923934,EUA,01442818
2025-03-20,97526510367,Canadá,30502351
2024-11-13,74437179585,Austrália,90031157
2025-04-03,42633557433,Irlanda,04590707
2025-03-10,58385983346,Irlanda,70010422
2025-11-09,45709363258,Austrália,04602591
2024-08-20,32830680288,EUA,05775154
2024-10-21,02081059966,Austrália,04678723
2025-05-30,71036749613,Canadá,30550984
2024-06-16,14612302732,Irlanda,40488006
2024-01-24,73059745915,Canadá,04528011
2025-09-06,63787333020,EUA,20571653
2025-09-21,87952904648,EUA,04769754
2024-12-22,08953755012,EUA,22756404
2025-10-20,94654443109,Canadá,70015898
2025-07-02,16903124158,Austrália,05437969
2024-11-06,77830774518,Austrália,01205446
2025-01-07,39721238473,Austrália,01210234
2024-01-21,32054421059,Austrália,40158770
2024-06-21,51452706739,Irlanda,04941837
2025-04-14,25876910084,EUA,01480072
2025-08-02,38288023396,EUA,50839874
2024-11-20,52415165112,Canadá,22494603
2024-01-26,78892784556,EUA,22561817
2025-11-26,37982799529,Canadá,30601825
2024-02-15,71544803275,EUA,30327840
2025-10-06,78821434434,EUA,01993569
2025-07-12,55656860205,Irlanda,50725280
2025-10-11,14116148854,Irlanda,22881700
2025-07-13,76094607416,EUA,90827327
2024-10-18,50852079906,Canadá,30643663
2025-02-27,71996382369,Irlanda,04717125
2024-06-09,07281789086,Canadá,30431774
2024-11-01,52829571502,Irlanda,70726819
2025-09-23,81690987143,EUA,70863482
2025-09-14,99919856129,Reino Unido,40801165
2024-11-03,27372272257,Canadá,70052603
2025-09-04,60980341752,Canadá,20939853
2024-01-14,22262460672,Austrália,80009956
2024-12-28,38879596958,EUA,80225384
2024-12-08,84162763400,Austrália,90952347
2025-05-12,00815088085,Canadá,70707760
2024-11-11,10240314846,Canadá,30726351
2025-05-31,11654244415,Irlanda,01392363
2025-02-08,59601105562,Canadá,01118142
2025-09-03,39257356961,Canadá,80230549
2025-06-28,25591044167,Canadá,22534840
2024-08-23,50403481707,Canadá,04525394
2024-05-24,64014671993,Austrália,70360053
2024-07-22,65475574363,Canadá,80747732
2024-02-25,98747597982,EUA,50152065
2024-07-06,81984171252,Canadá,01215999
2024-11-04,95083771418,EUA,22741071
2025-02-15,92030405805,EUA,01510063
2025-09-10,99538836698,EUA,01441269
2024-01-13,94025395631,EUA,01665570
2024-05-21,17911571522,Reino Unido,04299691
2024-10-07,78418002832,Irlanda,01908142
2024-11-11,54092272740,Irlanda,01093804
2025-03-27,06311632453,Austrália,01584537
2024-10-10,54116704571,EUA,22824763
2024-08-01,99528083749,Irlanda,70003211
2024-01-24,11237513402,Irlanda,70263342
2024-04-03,95355083992,Canadá,30282386
2024-12-12,76124719856,Reino Unido,01376180
2024-01-18,43883409360,Canadá,90895503
2025-06-08,10540531322,Canadá,40912638
2024-06-03,39196557244,EUA,22914365
2025-10-17,81745476288,Canadá,80589875
2024-07-03,70013007658,Irlanda,22141035
2024-07-27,69710052710,Reino Unido,90422163
2025-11-28,75807239991,EUA,04087222
2025-04-15,73634123269,Austrália,05103396
2024-02-04,96526079259,Reino Unido,04197741
2025-12-26,58270246163,EUA,80305663
2025-10-30,26235009708,Canadá,01593760
2025-11-16,51516045700,Canadá,01935193
2024-03-17,27984371622,Canadá,04087080
2024-02-06,79580132900,Irlanda,01138635
2025-08-27,02795576707,Canadá,22392969
2024-03-19,33501606375,Canadá,22304943
2024-11-14,73118092580,Irlanda,01554286
2024-08-31,96229412782,Canadá,80328012
2025-07-01,39705917777,Canadá,05006030
2024-08-31,18599624338,Irlanda,70650387
2024-02-13,26975911041,Irlanda,70735495
2024-03-17,20164528569,Canadá,04757949
2024-04-22,24918094383,Canadá,70079855
2025-01-17,71112650454,Canadá,90664590
2025-07-02,02259552375,Canadá,70668039
2025-12-18,34924988001,EUA,22533363
2025-08-24,85407680135,Canadá,70330909
2025-03-29,62283933628,Irlanda,22759398
2025-11-06,34221924593,EUA,01779011
2025-03-13,25167024330,Irlanda,01490035
2025-05-02,91981103020,Canadá,01204558
2024-10-24,68522799048,Canadá,04568804
2025-08-26,03477641360,Reino Unido,70351358
2024-09-13,23932866123,Irlanda,22046051
2024-05-01,67425486981,Austrália,01659183
2024-09-11,87474418648,Canadá,01679993
2025-06-08,63888747693,Reino Unido,20655671
2025-05-19,29270673071,EUA,22444709
2025-05-24,02393427501,Canadá,80535057
2025-07-27,03792957873,Canadá,50359797
2025-06-14,68634631632,Reino Unido,20890801
2024-05-31,15639282385,Irlanda,22948070
2025-11-13,63491998690,EUA,22795999
2025-06-01,49735731966,Austrália,70850347
2025-11-20,94199750409,Canadá,05564130
2024-10-16,91219300913,Canadá,50672323
2024-11-08,45844953280,Austrália,01803451
2024-11-07,76558405553,Irlanda,04387612
2024-03-17,56383917966,EUA,01640574
2025-12-22,85638257118,EUA,90030031
2024-05-26,63852668292,Canadá,40621024
2025-05-17,28063511071,Reino Unido,50307127
2025-01-17,56954269808,Irlanda,22737246
2025-02-13,09769632186,EUA,80691122
2025-07-12,21446407968,EUA,70541250
2025-10-01,93951375214,Austrália,04846447
2024-02-27,50336018051,Canadá,22632315
2025-09-05,66124521924,Reino Unido,30968673
2024-01-26,44782611013,EUA,04175152
2025-06-01,83861990292,Austrália,80698797
2024-02-22,14018566498,EUA,50755295
2025-07-12,69229858152,Reino Unido,01588926
2024-03-27,59967819556,Irlanda,20344838
2024-04-17,24414375380,Canadá,05050303
2024-10-04,66638352726,EUA,20245148
2024-12-18,47174733233,Canadá,90842742
2025-02-17,72835976059,Canadá,70319827
2024-04-03,53536117711,Canadá,01284816
2025-03-18,17657305964,Irlanda,01106107
2024-07-09,12066071735,Canadá,50673194
2024-06-13,20834236119,Canadá,01398029
2024-12-16,15087522440,Irlanda,01473326
2024-12-23,31221836652,Irlanda,01313204
2025-09-11,49728190983,Austrália,90566267
2025-06-04,83697661453,EUA,40662623
2024-08-16,62629071418,EUA,50250391
2025-03-23,76573622811,Canadá,04103498
2024-05-05,11311557534,Irlanda,04192942
2025-03-03,65539674995,Reino Unido,22472538
2025-02-19,75900498505,EUA,04783205
2025-08-25,84714139292,Canadá,01401778
2025-09-05,09863971301,EUA,05931521
2024-11-27,69490935786,EUA,70854902
2024-05-28,75065184748,Canadá,01509260
2025-01-21,50066438433,EUA,30846312
2024-07-01,81880690733,Austrália,22137405
2025-06-25,94386836894,Irlanda,01928270
2024-10-22,78901190224,Reino Unido,22636230
2024-12-29,02823613160,Austrália,70643967
2024-04-16,31397502687,Austrália,70731964
2025-05-25,84684856483,EUA,90160327
2025-06-04,75740653693,Canadá,04992897
2024-10-19,71728066837,Irlanda,01225057
2024-09-16,08949219316,EUA,01322371
2024-07-25,22437755377,EUA,30623749
2024-03-01,79351573637,Canadá,80050219
2024-10-10,35761246740,Reino Unido,90234063
2025-11-11,14818938229,Canadá,04609591
2025-07-17,93849456890,Austrália,04091898
2025-11-28,52337572362,EUA,60076168
2024-10-30,86744842482,Irlanda,90186816
2024-11-30,11731629514,Canadá,22699021
2025-10-29,04326440488,Canadá,04572468
2025-03-01,70605118150,Austrália,70837719
2025-12-15,61764014945,Irlanda,04100455
2024-02-02,51071210424,Canadá,01008493
2024-11-09,20047935141,Irlanda,70570809
2025-11-25,60212624119,Austrália,20167701
2024-12-31,65251115438,Austrália,04018521
2024-08-20,63601329673,Canadá,70736787
2024-02-20,57085404442,Irlanda,70884984
2025-02-18,73256676992,Irlanda,01549067
2024-12-25,72313798730,Reino Unido,60146656
2025-09-13,17424267937,Canadá,01511529
2025-10-26,79992298481,EUA,22571006
2024-11-05,40099913799,Austrália,50813171
2025-09-08,77256551389,Austrália,40105277
2025-07-04,76464860053,Irlanda,20647452
2025-05-20,22566223559,Austrália,05173352
2025-10-27,17075912408,Irlanda,90918389
2024-08-31,99332084581,Irlanda,60527207
2025-12-09,84990164320,Austrália,05975662
2024-05-30,07749694953,Canadá,04553620
2025-11-15,63428793884,Austrália,30740279
2024-02-04,65781604643,Canadá,30181189
2024-07-04,34054528585,Canadá,40929578
2024-05-16,79504093088,Austrália,01320499
2024-07-10,40103069645,EUA,80394279
2025-07-23,07575156784,Canadá,01745365
2024-12-07,45266107847,Canadá,20248211
2025-11-12,55083997761,Canadá,80611025
2024-05-07,47323860801,Austrália,22891715
2024-01-19,83152653779,Irlanda,01388038
2025-06-11,69470817905,Irlanda,05454799
2024-02-26,51828283967,Canadá,04835704
2025-12-16,49014629716,Canadá,30796471
2024-12-27,90931690539,Canadá,01074542
2025-01-02,52784334405,Canadá,05368287
